feature_id,osm_id,osm_name,osm_ref,osm_fclass,entity_key,total_length_km,status,risk_level,current_high_cell_count,current_severe_cell_count,current_exposed_cell_count,current_exposed_length_km,24h_high_cell_count,24h_severe_cell_count,24h_exposed_cell_count,24h_exposed_length_km,48h_high_cell_count,48h_severe_cell_count,48h_exposed_cell_count,48h_exposed_length_km,72h_high_cell_count,72h_severe_cell_count,72h_exposed_cell_count,72h_exposed_length_km
OSM-ROAD-47415180,47415180,North Sikkim Highway,NH310A,tertiary,ref-name:nh310a|north sikkim highway,1.92,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1093655427,1093655427,,,unclassified,osm:1093655427:7842,0.165,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1093655426,1093655426,,,residential,osm:1093655426:7843,0.543,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990901,117990901,North Sikkim Highway,NH310A,tertiary,ref-name:nh310a|north sikkim highway,0.057,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215666072,1215666072,,,unclassified,osm:1215666072:7845,1.238,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-47415182,47415182,North Sikkim Highway,NH310A,tertiary,ref-name:nh310a|north sikkim highway,4.886,HIGH RISK,HIGH,1,0,1,0.172,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215664637,1215664637,,,unclassified,osm:1215664637:7847,0.359,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215459462,1215459462,,,track,osm:1215459462:7848,1.742,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990950,117990950,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,1.256,HIGH RISK,HIGH,2,0,2,1.157,2,0,2,1.157,2,0,2,1.157,2,0,2,1.157
OSM-ROAD-1224972444,1224972444,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.26,HIGH RISK,HIGH,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26
OSM-ROAD-117990894,117990894,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.081,HIGH RISK,HIGH,1,0,1,0.081,1,0,1,0.081,1,0,1,0.081,1,0,1,0.081
OSM-ROAD-1224972443,1224972443,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.016,HIGH RISK,HIGH,1,0,1,0.016,1,0,1,0.016,1,0,1,0.016,1,0,1,0.016
OSM-ROAD-1224972442,1224972442,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.312,HIGH RISK,HIGH,2,0,2,0.312,2,0,2,0.312,2,0,2,0.312,2,0,2,0.312
OSM-ROAD-1224972446,1224972446,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.321,HIGH RISK,HIGH,2,0,2,0.321,2,0,2,0.321,2,0,2,0.321,2,0,2,0.321
OSM-ROAD-1214970406,1214970406,,,path,osm:1214970406:7855,0.088,HIGH RISK,HIGH,1,0,1,0.088,1,0,1,0.088,1,0,1,0.088,1,0,1,0.088
OSM-ROAD-1214970404,1214970404,,,path,osm:1214970404:7856,0.038,HIGH RISK,HIGH,1,0,1,0.038,1,0,1,0.038,1,0,1,0.038,1,0,1,0.038
OSM-ROAD-1153390679,1153390679,,,residential,osm:1153390679:7857,0.371,HIGH RISK,HIGH,1,0,1,0.01,1,0,1,0.01,1,0,1,0.01,1,0,1,0.01
OSM-ROAD-1214968879,1214968879,,,service,osm:1214968879:7858,0.014,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214968878,1214968878,,,unclassified,osm:1214968878:7859,0.049,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214970407,1214970407,,,unclassified,osm:1214970407:7860,0.65,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1153390674,1153390674,,,unclassified,osm:1153390674:7861,1.182,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214962134,1214962134,,,path,osm:1214962134:7862,0.542,HIGH RISK,HIGH,1,0,1,0.459,1,0,1,0.459,1,0,1,0.459,1,0,1,0.459
OSM-ROAD-117990967,117990967,,,residential,osm:117990967:7863,0.245,HIGH RISK,HIGH,1,0,1,0.245,1,0,1,0.245,1,0,1,0.245,1,0,1,0.245
OSM-ROAD-598518047,598518047,,,path,osm:598518047:7864,0.032,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214977921,1214977921,,,residential,osm:1214977921:7865,0.157,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-598518040,598518040,,,unclassified,osm:598518040:7866,0.016,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990914,117990914,North Sikkim Highway,NH310A,tertiary,ref-name:nh310a|north sikkim highway,0.651,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-598518041,598518041,,,unclassified,osm:598518041:7868,0.135,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214962139,1214962139,,,path,osm:1214962139:7869,0.3,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1218507733,1218507733,,,unclassified,osm:1218507733:7870,0.086,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-598518045,598518045,,,unclassified,osm:598518045:7871,0.49,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-598518042,598518042,,,unclassified,osm:598518042:7872,0.556,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-598518046,598518046,,,path,osm:598518046:7873,0.114,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-696870881,696870881,,,path,osm:696870881:7874,0.045,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990869,117990869,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,2.796,HIGH RISK,HIGH,1,0,1,0.422,1,0,1,0.422,1,0,1,0.422,1,0,1,0.422
OSM-ROAD-117990867,117990867,,,residential,osm:117990867:7876,0.168,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990870,117990870,,,residential,osm:117990870:7877,0.212,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990919,117990919,,,residential,osm:117990919:7878,0.485,HIGH RISK,HIGH,1,0,1,0.281,1,0,1,0.281,1,0,1,0.281,1,0,1,0.281
OSM-ROAD-117990896,117990896,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.053,HIGH RISK,HIGH,1,0,1,0.053,1,0,1,0.053,1,0,1,0.053,1,0,1,0.053
OSM-ROAD-117990946,117990946,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.785,HIGH RISK,HIGH,1,0,1,0.785,1,0,1,0.785,1,0,1,0.785,1,0,1,0.785
OSM-ROAD-598518038,598518038,,,unclassified,osm:598518038:7881,1.277,HIGH RISK,HIGH,1,0,1,0.992,1,0,1,0.992,1,0,1,0.992,1,0,1,0.992
OSM-ROAD-117990903,117990903,North Sikkim Highway,NH310AG,tertiary,ref-name:nh310ag|north sikkim highway,0.054,HIGH RISK,HIGH,1,0,1,0.054,1,0,1,0.054,1,0,1,0.054,1,0,1,0.054
OSM-ROAD-1224920845,1224920845,,,track,osm:1224920845:7883,2.899,HIGH RISK,HIGH,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26,1,0,1,0.26
OSM-ROAD-598518039,598518039,,,unclassified,osm:598518039:7884,1.085,HIGH RISK,HIGH,1,0,1,0.64,1,0,1,0.64,1,0,1,0.64,1,0,1,0.64
OSM-ROAD-1215119913,1215119913,,,unclassified,osm:1215119913:7885,0.865,HIGH RISK,HIGH,1,0,1,0.82,1,0,1,0.82,1,0,1,0.82,1,0,1,0.82
OSM-ROAD-117990942,117990942,,NH310A,tertiary,ref:nh310a,6.326,HIGH RISK,HIGH,3,0,3,3.427,3,0,3,3.427,3,0,3,3.427,3,0,3,3.427
OSM-ROAD-598518048,598518048,,,path,osm:598518048:7887,0.043,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224927829,1224927829,,,unclassified,osm:1224927829:7888,1.212,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990891,117990891,,,unclassified,osm:117990891:7889,0.604,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224927840,1224927840,,,unclassified,osm:1224927840:7890,0.489,HIGH RISK,HIGH,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076,1,0,1,0.076
OSM-ROAD-1224927841,1224927841,,,unclassified,osm:1224927841:7891,0.702,HIGH RISK,HIGH,1,0,1,0.161,1,0,1,0.161,1,0,1,0.161,1,0,1,0.161
OSM-ROAD-1224927834,1224927834,,,unclassified,osm:1224927834:7892,0.102,HIGH RISK,HIGH,1,0,1,0.03,1,0,1,0.03,1,0,1,0.03,1,0,1,0.03
OSM-ROAD-1224920842,1224920842,,NH310A,tertiary,ref:nh310a,0.02,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224927833,1224927833,,,unclassified,osm:1224927833:7894,0.501,HIGH RISK,HIGH,1,0,1,0.501,1,0,1,0.501,1,0,1,0.501,1,0,1,0.501
OSM-ROAD-117990874,117990874,,,residential,osm:117990874:7895,0.295,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990911,117990911,,,residential,osm:117990911:7896,0.335,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224931732,1224931732,,NH310A,tertiary,ref:nh310a,0.034,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224931718,1224931718,,,unclassified,osm:1224931718:7898,0.233,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224931725,1224931725,,,residential,osm:1224931725:7899,0.269,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215121057,1215121057,,,footway,osm:1215121057:7900,0.108,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215121058,1215121058,,,footway,osm:1215121058:7901,0.298,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990961,117990961,,,residential,osm:117990961:7902,1.136,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215121059,1215121059,,,unclassified,osm:1215121059:7903,0.053,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990933,117990933,,,residential,osm:117990933:7904,0.075,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990965,117990965,,,residential,osm:117990965:7905,0.137,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990958,117990958,,,residential,osm:117990958:7906,0.05,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990876,117990876,,,residential,osm:117990876:7907,0.276,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224930243,1224930243,,,residential,osm:1224930243:7908,0.671,HIGH RISK,HIGH,1,0,1,0.019,1,0,1,0.019,1,0,1,0.019,1,0,1,0.019
OSM-ROAD-1224931731,1224931731,,NH310A,tertiary,ref:nh310a,3.392,HIGH RISK,HIGH,1,0,1,0.637,1,0,1,0.637,1,0,1,0.637,1,0,1,0.637
OSM-ROAD-1215124444,1215124444,,,residential,osm:1215124444:7910,0.103,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990956,117990956,,,residential,osm:117990956:7911,0.109,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215124441,1215124441,,,residential,osm:1215124441:7912,0.069,HIGH RISK,HIGH,1,0,1,0.005,1,0,1,0.005,1,0,1,0.005,1,0,1,0.005
OSM-ROAD-117990917,117990917,,,residential,osm:117990917:7913,0.53,HIGH RISK,HIGH,1,0,1,0.476,1,0,1,0.476,1,0,1,0.476,1,0,1,0.476
OSM-ROAD-117990925,117990925,,,unclassified,osm:117990925:7914,1.68,HIGH RISK,HIGH,1,0,1,0.164,1,0,1,0.164,1,0,1,0.164,1,0,1,0.164
OSM-ROAD-1224934168,1224934168,,,tertiary,osm:1224934168:7915,0.388,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990921,117990921,,,tertiary,osm:117990921:7916,7.308,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224934169,1224934169,,,tertiary,osm:1224934169:7917,0.063,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990908,117990908,,,unclassified,osm:117990908:7918,0.038,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990875,117990875,,,residential,osm:117990875:7919,0.197,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990920,117990920,,,tertiary,osm:117990920:7920,6.203,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990963,117990963,,,unclassified,osm:117990963:7921,0.2,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990923,117990923,,,tertiary,osm:117990923:7922,6.402,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990912,117990912,,,tertiary,osm:117990912:7923,0.771,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990971,117990971,,,residential,osm:117990971:7924,0.311,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215119103,1215119103,,,unclassified,osm:1215119103:7925,2.508,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-245668379,245668379,,,path,osm:245668379:7926,0.322,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215119124,1215119124,,,unclassified,osm:1215119124:7927,0.282,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1202232109,1202232109,,,unclassified,osm:1202232109:7928,0.132,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215119123,1215119123,,,unclassified,osm:1215119123:7929,0.221,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1202232108,1202232108,,,unclassified,osm:1202232108:7930,1.664,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215117842,1215117842,,,path,osm:1215117842:7931,0.409,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990970,117990970,,,residential,osm:117990970:7932,0.299,HIGH RISK,HIGH,1,0,1,0.022,1,0,1,0.022,1,0,1,0.022,1,0,1,0.022
OSM-ROAD-1220610615,1220610615,,,service,osm:1220610615:7933,0.024,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990972,117990972,,,service,osm:117990972:7934,0.267,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990974,117990974,,,residential,osm:117990974:7935,2.159,HIGH RISK,HIGH,1,0,1,1.727,1,0,1,1.727,1,0,1,1.727,1,0,1,1.727
OSM-ROAD-1215117840,1215117840,,,path,osm:1215117840:7936,0.899,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1202227616,1202227616,,,unclassified,osm:1202227616:7937,0.012,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990893,117990893,,NH310A,tertiary,ref:nh310a,0.02,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1202227617,1202227617,,,unclassified,osm:1202227617:7939,0.018,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1202227615,1202227615,,,unclassified,osm:1202227615:7940,0.083,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215122639,1215122639,,,path,osm:1215122639:7941,0.172,HIGH RISK,HIGH,1,0,1,0.091,1,0,1,0.091,1,0,1,0.091,1,0,1,0.091
OSM-ROAD-1215122640,1215122640,,,path,osm:1215122640:7942,0.147,HIGH RISK,HIGH,1,0,1,0.0,1,0,1,0.0,1,0,1,0.0,1,0,1,0.0
OSM-ROAD-117990913,117990913,,,residential,osm:117990913:7943,0.348,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215117835,1215117835,,,unclassified,osm:1215117835:7944,0.066,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990943,117990943,,,tertiary,osm:117990943:7945,0.877,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215122641,1215122641,,,path,osm:1215122641:7946,0.237,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990871,117990871,,,tertiary,osm:117990871:7947,1.768,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215118492,1215118492,,,unclassified,osm:1215118492:7948,0.519,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990883,117990883,,,residential,osm:117990883:7949,0.219,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215122642,1215122642,,,path,osm:1215122642:7950,0.205,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215118491,1215118491,,,unclassified,osm:1215118491:7951,0.717,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215117848,1215117848,,,tertiary,osm:1215117848:7952,0.024,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215122643,1215122643,,,path,osm:1215122643:7953,0.171,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1215117847,1215117847,,,tertiary,osm:1215117847:7954,0.034,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990873,117990873,,,residential,osm:117990873:7955,0.184,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990892,117990892,,,residential,osm:117990892:7956,0.182,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990955,117990955,,,residential,osm:117990955:7957,0.073,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990880,117990880,,,residential,osm:117990880:7958,0.255,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466608,1214466608,,,path,osm:1214466608:7959,0.208,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971935,1224971935,,,path,osm:1224971935:7960,0.094,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990948,117990948,,,residential,osm:117990948:7961,0.623,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466612,1214466612,,,residential,osm:1214466612:7962,0.14,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-680517778,680517778,,,residential,osm:680517778:7963,0.042,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466613,1214466613,,,residential,osm:1214466613:7964,0.175,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990949,117990949,,,tertiary,osm:117990949:7965,13.404,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466607,1214466607,,,residential,osm:1214466607:7966,0.183,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971933,1224971933,,,service,osm:1224971933:7967,0.073,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-680517777,680517777,,,residential,osm:680517777:7968,0.147,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466611,1214466611,,,living_street,osm:1214466611:7969,0.125,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466609,1214466609,,,residential,osm:1214466609:7970,0.148,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990922,117990922,,,residential,osm:117990922:7971,0.136,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214466610,1214466610,,,path,osm:1214466610:7972,0.039,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990947,117990947,,,residential,osm:117990947:7973,0.041,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971934,1224971934,,,path,osm:1224971934:7974,0.064,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1153386037,1153386037,,,path,osm:1153386037:7975,0.51,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971926,1224971926,,,unclassified,osm:1224971926:7976,0.104,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1153386899,1153386899,,,path,osm:1153386899:7977,0.109,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990915,117990915,,,tertiary,osm:117990915:7978,0.656,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971925,1224971925,,,service,osm:1224971925:7979,0.039,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990888,117990888,,,residential,osm:117990888:7980,0.301,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-680517781,680517781,,,unclassified,osm:680517781:7981,1.868,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971927,1224971927,,,unclassified,osm:1224971927:7982,0.09,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1224971928,1224971928,,,unclassified,osm:1224971928:7983,0.021,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417653,1214417653,,,unclassified,osm:1214417653:7984,0.041,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990904,117990904,,,tertiary,osm:117990904:7985,0.089,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417654,1214417654,,,unclassified,osm:1214417654:7986,0.038,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417655,1214417655,,,unclassified,osm:1214417655:7987,0.103,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417657,1214417657,,,path,osm:1214417657:7988,0.035,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417658,1214417658,,,path,osm:1214417658:7989,0.035,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-1214417673,1214417673,,,path,osm:1214417673:7990,0.018,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
OSM-ROAD-117990907,117990907,,,tertiary,osm:117990907:7991,0.034,NORMAL,LOW,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
